Date;N° HESSO;Date de début;Date de fin;Libellé;Statut
2008-02-26;19692;2007-02-01;2007-11-30;Séminaire VoIP  Security avec l'EPFL;AC
2007-12-20;19694;2007-08-01;2007-10-31;Computation of Airfoils at very low Reynolds Numbers;AC
2011-12-30;19708;2008-01-01;2009-12-31;INDICATEURS STRATEGIQUES POUR LES BIBLIOTHEQUES ACADEMIQUES;AC
2014-11-04;19710;2008-09-01;2010-12-31;Caractérisation des écoulements d'hydrogène et d'oxygène en milieux poreux à très haute température (2'500 K). Une application à la production d'hydrogène par dissociation.;AC
2010-04-22;19714;2007-01-29;2007-08-02;EDITION PALEO 07  Partenariat entre la HES-SO Genève et le 32ème Paléo Festival Nyon 24 - 29 juilletr 07.;AC
2012-01-04;19715;2008-05-01;2009-04-30;Visualisation en temps réel de modification de nano topographies ;AC
2010-06-09;19735;2007-01-01;2010-12-31;Aménagement d'un Géoparc, Val-de-Bagnes;AC
2010-09-20;19741;2007-11-01;2010-12-31;Promoting pond conservation in Europe and the Mediterranean region;AC
2012-05-14;19746;2009-01-01;2011-04-30;Etude hydrodynamique de l'écoulement dans l'entrefer lors l'usinage par enfonçage à l'aide de l'électro-érosion.Optimisation des techniques d'évacuation des particules érodées / débris.;AC
2008-01-28;19752;2006-01-01;2006-08-02;Edition Paléo 06  Partenariat entre la HES-SO Genève et le 32ème Paléo Festival Nyon 24 - 29 juillet 06.;AC
2009-08-28;19754;2008-04-01;2008-08-31;Etude d'un luminaire de nouvelle génération alliant des propriétés médicales (photothérapie) à celles d'un objet de décoration;AN
2011-11-17;19756;2008-10-01;2010-03-31;Combustion de granulés de bois torréfié par le procédé TOP;AC
2011-05-16;19766;2007-05-10;2008-12-31;Recherche et implémentation d'un dispositif de suivi permettant de déterminer, en temps réel, l'intégration du chemin pour l'analyse des mécanismes propriosensoriels liés au mouvement de son propre corps et l'étude de l'orientation spatiale chez l'humain;AC
2007-12-17;19782;2007-05-25;2007-09-14;Préparation de projet de Ra&D;RF
2010-12-21;19790;2005-06-01;2012-10-31;Identification of Phytophtora isolates for IBL Warsaw;AC
2010-01-07;19791;2005-01-01;2009-12-31;COST 858 diagnostic real time PCR de Plasmopara viticola;AC
2010-04-14;19805;2005-01-01;2005-08-02;Edition Paléo 05  Partenariat entre la HES-SO Genève et le 32ème Paléo Festival Nyon 24 - 29 juillet 05.;AC
2010-04-27;19806;2008-01-20;2008-08-02;EDITION PALEO 08  Partenariat entre la HES-SO Genève et le 32ème Paléo Festival Nyon 24 - 29 juilletr 08.;AC
2009-01-23;19828;2007-01-01;2008-08-31;Valorisation RaD groupe "Conservation de la Biodiversité";AC
2009-01-15;19839;2007-10-18;2008-02-29;ARCHEOTECH - EIG 560 relative à la reproduction en fac-similé du sépulcre pascal du couvent de la Maigrauge;AC
2010-02-04;19842;2007-04-15;2008-03-15;Evaluation de la qualité écologique de l'Hermance (2007): les Odonates;AC
2010-12-21;19843;2007-07-01;2009-10-31;Traitement écologique des données Zooplancton du petit-lac (Léman);AC
2010-10-07;19844;2007-01-01;2010-12-31;Activités de membre du Conseil scientifique de RealTech;AC
2010-02-04;19845;2007-01-01;2008-12-31;Encadrement de travaux (thèses, masters, bacchelors);AC
2013-01-08;19850;2007-01-01;2008-12-31;ITNP : valorisation de projets 2007;AC
2011-08-18;19868;2008-05-01;2009-04-30;Noyau temps réel à échéances tendres gérant la consommation énergétique;AC
2013-05-27;19872;2007-10-01;2009-03-31;UrbanMob New;AC
2010-09-27;19880;2007-02-01;2007-12-31;Développement d'un 2ème système de prises de vues automatisées pour le dépistage et le suivi du mélanome;AN
2008-06-13;19895;2007-08-31;2008-11-30;Mise à jour du cadastre Forestier;AC
2009-01-15;19920;2008-01-07;2008-06-27;Formation "à la carte" au titre de transfert de technologies dans le domaine des techniques de réglages dits "robustes" dédiés aux installations de chauffage à distance;AC
2008-01-08;19922;2007-10-31;2008-02-29;Precimed - EIG 562 relative à la numérisation et la reconstruction d'un modèle CAO d'une pince.;RF
2010-11-11;19924;2008-01-01;2008-12-31;Système de vision combinant une caméra 2D et un capteur 3D Heliotis;AC
2010-02-04;19931;2007-01-01;2008-12-31;Expertises externes RaD (thèses et Masters, review d'articles scientifiques, participation à des comités scientifiques);AC
2013-01-08;19937;2007-07-01;2012-10-31;Participation à la gestion des ressources naturelles: le rôle des communautés, Tanzanie - Phase II;AC
2009-01-23;19938;2007-01-01;2008-12-31;Préparation de nouveaux projets;AC
2015-07-22;19941;2008-03-01;2009-08-31;Réalisation à partir de barbotine de dépôts métalliques à gradient fonctionnel, super-élastique et  tribologique;AC
2010-04-26;19950;2007-11-28;2008-06-30;Optimizing governance for integrated and sustainable River Basin Management;AC
2009-10-27;19955;2006-11-01;2009-12-31;Plan directeur de Prangins;AC
2009-10-27;19956;2006-11-01;2009-12-31;Clos de Montchoisi;AC
2014-05-21;19961;2007-11-01;2008-12-31;Vendée Globe Challenge - Partie 1 : Hydrodynamique de la voile de quille, analyse CFD;AC
2009-02-11;19972;2008-02-01;2008-12-31;Etude des paramètres d'influence de la courbe de réponse d'anémomètres à films chauds;AC
2013-09-26;20006;2007-11-15;2007-11-16;Armoire à pharmacie virtuelle et administration des médicaments;RF
2013-04-30;20007;2007-04-02;2007-11-30;Armoire à pharmacie virtuelle et administration des médicaments;AC
2011-09-29;20008;2008-01-01;2009-12-31;Virtual Collaborative Spaces for Software Evolution - MMI - continuation - Hasler;AC
2013-04-30;20009;2011-01-31;2013-01-28;VERSION CEPHALIQUE EXTERNE EN CAS DE SIEGE PERSISTANT A TERME : MOTIVATIONS ET VECU DE L'INTERVENTION PAR LES FEMMES.  Gynécologie Obstétrique & Fertilité  ;AC
2010-01-07;20024;2008-01-01;2009-11-30;Caractérisation génétique d'une souche d'Arthrospira sp.;AC
2014-04-01;20026;2012-04-01;2013-09-30;Caractérisation moléculaire de ressources génétiques de Castanea sativa en Suisse romande;AC
2011-12-12;20034;2008-01-01;2010-12-31;Reengineering Basé sur les Ontologies;AC
2011-11-10;20049;2008-01-01;2009-09-30;Contra-Eole 2;AC
2010-01-18;20057;2007-06-01;2007-12-31;ECEB07: Echange international de juin à septembre 2007;AC
2011-12-12;20088;2008-12-01;2011-06-30;Epuration des eaux de chaussée;AC
2013-09-26;20111;2007-11-30;2007-11-30;Comportements alimentaires, sevrage de substances psycho-actives et risque de rechute.;RF
2009-04-08;20137;2007-12-01;2009-04-30;Création d'un laboratoire sur la végétation urbaine;AC
2009-05-13;20148;2007-10-31;2009-12-31;Icomos;AC
2009-01-15;20151;2007-04-01;2008-12-31;SIG Bagnes;AC
2010-09-27;20155;2005-01-01;2007-12-31;Culture of Phytopthora ramorum and transformation of a Phytopthora ramorum strain with the jelly fish green fluorescent protein gene ;AC
2012-05-08;20168;2007-01-08;2007-03-01;Le tour de lit en soins intensifs: activité de l'infirmière en situation dynamique;AC
2013-04-30;20173;2008-05-01;2010-05-31;Conditions médico-légales et obstacles à la reconnaissance des maladies professionnelles;AC
2013-11-21;20178;2008-01-01;2009-06-30;Formation post-obligatoire et précarité du permis de séjour: analyse du dispositif genevois de soutien et processus identitaires.  ;AC
2011-03-21;20181;2008-01-01;2008-01-01;Les mobilisations ethniques dans la lutte contre les discriminations en Europe: "nouvelles formes" de citoyenneté ou "ethnicisation" de la solidarité ?;AC
2009-04-30;20182;2008-04-15;2008-08-15;Trajectoires en emploi et projection pour la retraite: parcours de vie comparés de personnes issues de l'immigration, âgée de 45 à 64 ans et vivant en milieux fortement urbanisés ou moyennement urbani;AN
2013-01-28;20184;2008-01-01;2010-08-31;Recherche-Action sur la question de la jeunesse au sein de la commune de Versoix (GE).;AC
2011-12-16;20191;2007-01-01;2009-12-31;Présidence MatNet;AC
2012-06-25;20204;2008-04-01;2010-09-30;Développement et application d'une plateforme multifonctionnelle de mesure pour le diagnostique en temps réel de la toxicité de produits chimiques, biochimiques et de nanoparticules;AC
2010-10-18;20205;2008-09-01;2009-03-31;Développement d'un capteur de potentiel hydrique du sol;AN
2009-01-16;20223;2007-09-01;2008-03-01;Recherche de la cause de perte de rendement dans la production de FGD;AC
2009-05-04;20233;2007-10-15;2007-10-15;Managment of diversity at the local level: which citizenship contract with the immigrants in Europe ?;AN
2011-03-21;20234;2008-01-01;2008-03-31;Managment of diversity at the local level: which citizenship contract with the immigrants in Europe ?;AC
2011-01-13;20235;2006-01-01;2008-12-31;Livre des Diplômes AP;AC
2011-12-05;20236;2007-10-01;2010-03-31;Croissance de couches à structure perovskite sur grande surface;AC
2013-09-12;20238;2008-01-01;2010-12-31;Réconciliation et citoyenneté démocratique au Rwanda;AC
2013-01-28;20239;2008-02-01;2009-12-31;Modélisation des pratiques de soins aux migrants. Analyse des activités d'« Appartenances »;AC
2011-01-01;20241;2008-01-01;2008-01-31;Financement pour une traduction pour la recherche Mixité, genre et formation;AC
2009-05-04;20242;2007-08-01;2008-03-31;L'émigration clandestine de jeunes d'Afrique subsaharienne en Europe : Approches  dynamiques d'un phénomène complexe- Le Cameroun, la Mauritanie et le Sénégal;AN
2013-10-22;20258;2007-09-01;2011-12-31;Résistance sismique des constructions en maçonnerie;AN
2011-03-21;20259;2007-06-18;2007-06-18;La Suisse au rythme latino;AC
2011-03-21;20260;2007-06-18;2007-06-18;Migrants au quotidien. Les Frontaliers;AC
2012-10-22;20261;2006-10-01;2010-08-31;Un outil pédagogique pour l'analyse des représentations de la maltraitance et sa prévention: recherche action en institutions pour personnes handicapées mentales adultes.;AC
2013-09-04;20262;2008-01-01;2008-06-30;Responding to Complex Diversity in Europe and Canada;AC
2012-06-25;20274;2008-04-01;2010-06-30;Développement et application d'une plateforme multifonctionnelle de mesure pour le diagnostique en temps réel de la toxicité de produits chimiques, biochimiques et de nanoparticules;AC
2010-12-21;20276;2007-12-18;2021-12-31;Activités dans le cadre du réseau national HES de compétences BIOTECHNET SWITZERLAND;AC
2011-03-21;20279;2008-01-01;2008-12-31;L'immigration en dehors des métropoles;AC
2009-01-15;20284;2007-12-19;2008-02-28;Maquette virtuelle 3D de la zone de la gare de Versoix;AC
2012-05-08;20294;2007-09-01;2008-03-01;ETUDE  DE L'OPPORTUNITE  DE LA CREATION D'UNE PLATEFORME DE RECHERCHE CLINIQUE  DANS LES FILIERES SANTE DE LA HES-SO  Demande de financement complémentaire pour une étude complémentaire ayant pour tit;AC
2010-01-07;20297;2008-03-01;2008-12-23;Inhibition der Pankreas-Lipase durch Pflanzeninhaltsstoffe;AC
2011-03-29;20298;2007-01-01;2010-12-31;Projet d'aménagement d'un bras secondaire et d'un canal d'expérimentation piscicole dans le cadre du concept de développement de la maison de la rivière;AC
2010-01-18;20300;2007-01-01;2008-12-31;Projet de restauration d'un canal d'alimentation d'une petite centrale hydroélectrique dans le cadre du projet immobilier de la Chocolatière   (Echandens, VD)  ;AC
2009-01-19;20301;2007-12-01;2008-01-31;Expertises Aménagement de milieux naturels;AC
2011-01-14;20302;2007-01-01;2010-12-31;Guide des Saules d'europe occidentale;AC
2010-04-19;20303;2007-01-01;2009-12-31;Collaboration avec CEPL;AC
2008-01-28;20305;2007-04-01;2007-12-31;Call Bio MUR;AC
2009-10-27;20306;2007-01-01;2010-12-31;Jeudi du Paysages 2007-2008;AC
2014-11-20;20307;2008-01-01;2011-02-15;Enveloppes végétales en milieu urbain : recherches, constructions et applications afin d'améliorer le climat urbain et la thermique intra et extra bâtiment;AC
2008-01-28;20308;2007-05-01;2007-08-31;Concours 2007;AC
2009-05-18;20310;2007-04-01;2008-12-31;Gouvernance des labels touristiques et développement durable des territoires;AC
2010-01-04;20333;2007-12-01;2008-11-30;Micronora 2008;AC
2013-04-30;20336;2007-05-06;2008-05-30;(Partie de l'étude pour complément de financement) : Etude de textes et documents juridiques et Analyses quantitatives et qualitatives des résultats.;AC
2013-09-26;20337;2007-12-21;2007-12-21;Parcours des femmes ayant eu une interruption de grossesse et points de vue des professionnels de la santé et du social dans le cadre des nouvelles dispositions du code pénal sur l'interruption de gro;RF
2012-05-08;20413;2006-09-01;2007-08-26;Maintien à domicile de personnes en phase palliative symptomatique :  points de vue croisés des acteurs mobilisés;AC
2011-03-21;20448;2007-03-01;2007-10-31;Investissement subjectif et distance dans les métiers de l'humain: comment les professionnels font-ils face à cette double injonction dans le quotidien de leur activité;AC
2009-04-01;20450;2008-01-01;2009-06-30;L'impact des nouveaux médias sociaux sur le comportement des acheteurs de produits touristiques : identification des défis et des opportunités pour les entreprises de l'industrie suisse du tourisme.;AC
2015-03-05;20453;2008-05-01;2011-02-28;Ecrantage magnétique de mouvements horlogers;AC
2009-12-16;20455;2008-01-01;2008-12-31;RCSO-TIC 2008;AC
2014-06-17;20461;2007-09-01;2009-09-01;Enveloppes végétales en milieu urbain : recherches, constructions et applications afin d'améliorer le climat urbain et la thermique intra et extra bâtiment;AC
2010-02-12;20465;2008-01-01;2008-12-31;ITNP - gestion administrative Ra&D 2008;AC
2009-01-15;20471;2007-01-01;2007-12-31;ITNP - gestion administrative des projets Ra&D 2007;AC
2011-03-21;20475;2007-08-01;2007-08-01;L'émigration clandestine de jeunes d'Afrique subsaharienne en Europe : Approches  dynamiques d'un phénomène complexe- Le Cameroun, la Mauritanie et le Sénégal;AC
2009-01-18;20476;2007-09-01;2007-10-09;Test-Bed for Trustable e-Services on Demand;AC
2010-01-05;20511;2007-10-31;2008-09-30;SwiNG ;AN
2011-07-11;20534;2008-01-01;2008-12-31;Calcitech 2008;AC
2012-12-05;20571;2007-01-01;2015-12-31;Gestion du réseau "European Pond Conservation Network";AC
2013-04-30;20578;2007-10-15;2007-12-05;Fidélité, validité et sensibilité d'une version française du Wolf Motor Function test;AC
2008-12-17;20636;2008-02-01;2008-10-31;Rôle de l'information dans Enabling Competitive Advantage;AC
2008-10-24;20639;2008-01-16;2008-06-30;Adaptation du module de ePortfolio pour le public HES-Ge.  eCulture;AC
2009-06-23;20643;2008-02-01;2009-05-31;Projet Etude du système des loyers comparatifs le l'Office Fédéral du Loyer;AC
2012-05-08;20657;2009-04-01;2010-07-15;La construction des partenariats de recherche en  HES Santé et Travail social;AC
2013-04-30;20663;2008-02-01;2009-01-31;Génération de posologies animées et conseils de santé à accès ubiquitaire;AC
2010-12-21;20684;2006-02-01;2016-12-01;Doctorants Sols et Substrats;AC
2010-03-23;20686;2006-12-01;2009-12-31;Travaux de masters Sols et substrats;AN
2010-01-18;20692;2007-12-01;2009-12-31;Inventaire des arbres;AC
2011-01-10;20694;2007-01-01;2009-12-31;Outils infographiques 3D;AC
2009-01-27;20698;2008-03-01;2008-12-31;Etude d'un réacteur à très haute température pour la production d'hydrogène (partie 2). ;RF
2009-05-27;20711;2008-02-01;2009-02-28;Mesures destinées à venir en aide aux familles sous forme de prestations complémentaires et réallocation partielle des moyens financiers à disposition;AC
2010-03-23;20715;2007-01-01;2009-01-31;Cartographie des sols genevois, et planification de leur conservation et usage;AN
2010-03-23;20717;2007-01-01;2009-12-31;Pampa Argentine : connaissance et protection des sols pour une agriculture intensive et durable;AN
2010-03-23;20720;2005-01-01;2009-12-31;Conseil de fertilisation : vers des critères améliorés;AN
2010-10-13;20723;2008-01-01;2010-12-31;Etude du fonctionnement et protection des sols forestiers;AC
2010-03-23;20724;2007-01-01;2010-01-01;Propriétés physiques des sols;AN
2010-12-03;20744;2008-07-01;2010-06-30;Réduction des pertes post-récolte en conservation de fruits à pépins (pomme, poire) de culture biologique.;AC
2008-11-28;20770;2008-03-02;2008-12-31;Aérodynamique dans la volute de brûleurs;AC
2009-01-18;20774;2008-03-23;2008-08-31;Etude de l'aérodynamique de guirlandes lumineuses complexes de grandes dimensions pour l'extérieur;AC
2008-10-16;20779;2007-01-01;2007-11-30;Système intégré pour la protection des biens culturels documentaires;AN
2011-02-02;20780;2009-06-15;2010-10-15;Integrated Information Security Management System I²SMS;AC
